PMX Bone Weight
1.149764,9.502759,-1.414547,0.2805378,-0.1043069,-0.9541586,左足,下半身,,,0.9513872,0.04861277,0,0,False,0,0,0,0,0,0,0,0,0
0.770067,9.505582,-1.445881,-0.1731742,-0.08534971,-0.9811861,左足,下半身,,,0.9537901,0.04620993,0,0,False,0,0,0,0,0,0,0,0,0
0.4455179,9.512085,-1.30389,-0.5741428,-0.06279521,-0.8163436,左足,下半身,,,0.9382064,0.06179357,0,0,False,0,0,0,0,0,0,0,0,0
-0.04654523,10.9713,0.4445684,-0.04086192,5.364793E-08,0.9991648,下半身,右足,,,0.9977005,0.002299547,0,0,False,0,0,0,0,0,0,0,0,0
1.033635E-09,11.51902,0.3745925,0.01924468,5.329598E-08,0.9998148,下半身,上半身,,,0.9913937,0.008606315,0,0,False,0,0,0,0,0,0,0,0,0
0.2021413,11.14595,0.5054185,0.1798068,5.279948E-08,0.9837021,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3359308,11.40847,0.4952895,0.2744033,4.937107E-08,0.9616147,下半身,上半身,,,0.9941689,0.005831122,0,0,False,0,0,0,0,0,0,0,0,0
0.4551037,11.33863,0.5152494,0.3539291,4.583344E-08,0.9352723,下半身,下半身,下半身,上半身,0.8690697,0.1210009,0.007734337,0.00219505,False,0,0,0,0,0,0,0,0,0
0.04654522,10.9713,0.4445684,0.04086213,5.358317E-08,0.9991648,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.04463488,10.74239,0.3672242,0.04143101,5.187606E-08,0.9991414,下半身,左足,,,0.9767362,0.02326381,0,0,False,0,0,0,0,0,0,0,0,0
-9.320162E-09,10.76906,0.3288387,-0.02013965,5.38445E-08,0.9997972,下半身,右足,左足,下半身,0.9846691,0.007665426,0.007665426,0,False,0,0,0,0,0,0,0,0,0
0.0945036,11.20249,0.482713,0.09733977,5.339178E-08,0.9952512,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1097252,10.94306,0.4728351,0.1052957,5.25887E-08,0.994441,下半身,左足,,,0.9954406,0.004559398,0,0,False,0,0,0,0,0,0,0,0,0
0.1492222,11.46991,0.4570699,0.1253458,5.22957E-08,0.9921131,下半身,上半身,,,0.9948995,0.005100548,0,0,False,0,0,0,0,0,0,0,0,0
-2.570309E-09,10.97938,0.4039657,0.01867031,5.361137E-08,0.9998257,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-2.556179E-09,11.23194,0.4170565,-0.01841593,5.359952E-08,0.9998304,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.033635E-09,11.51902,0.3745925,0.01924468,5.329598E-08,0.9998148,下半身,上半身,,,0.9913937,0.008606315,0,0,False,0,0,0,0,0,0,0,0,0
-0.05703127,10.44937,0.1467082,0.8598593,-0.3469368,0.3745358,下半身,右足,下半身,下半身,0.8476146,0.08928736,0.06309798,0,False,0,0,0,0,0,0,0,0,0
-0.03403278,10.36079,-0.05151495,0.9371501,-0.3305047,0.1118761,下半身,右足,下半身,下半身,0.8358546,0.1324017,0.03174374,0,False,0,0,0,0,0,0,0,0,0
1.375115,11.88748,-0.7476374,0.9584215,0.2177526,-0.1844243,下半身,上半身,,,0.8188574,0.1811426,0,0,False,0,0,0,0,0,0,0,0,0
1.308645,11.83406,-0.999472,0.8647572,0.2091855,-0.4565484,下半身,上半身,,,0.8361926,0.1638074,0,0,False,0,0,0,0,0,0,0,0,0
1.404958,11.53018,-0.9778318,0.8291295,0.2588822,-0.4955041,下半身,左足,上半身,下半身,0.8347524,0.1038817,0.06136589,0,False,0,0,0,0,0,0,0,0,0
1.370691,11.90546,-0.4700663,0.9694366,0.2105403,0.1259579,下半身,上半身,,,0.8201942,0.1798058,0,0,False,0,0,0,0,0,0,0,0,0
1.482611,11.57132,-0.7045896,0.934995,0.3054549,-0.1802266,下半身,左足,上半身,下半身,0.8401461,0.0841426,0.07571133,0,False,0,0,0,0,0,0,0,0,0
1.12607,11.81904,0.0866966,0.6994718,0.2762262,0.6591193,下半身,上半身,,,0.8888905,0.1111095,0,0,False,0,0,0,0,0,0,0,0,0
1.302864,11.88786,-0.1879954,0.8865181,0.2372557,0.3972346,下半身,上半身,,,0.8483037,0.1516963,0,0,False,0,0,0,0,0,0,0,0,0
