PMX Bone Weight
0.6861154,0.1954497,-1.376353,0.8328668,0.3302168,-0.4441732,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6822679,0.2084301,-1.354674,0.8392288,0.3458865,-0.4195921,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6007377,0.2239173,-1.409126,0.7088306,0.3710464,-0.5999031,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6026255,0.209558,-1.429673,0.6946129,0.3481615,-0.6295208,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.08599335,-0.1880099,0.1708716,-1.369284E-06,-1,1.402224E-08,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.09065741,-0.1880099,0.3226967,-1.369284E-06,-1,-3.100591E-08,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4452051,-0.1880104,0.3839408,-1.369284E-06,-1,-3.049569E-08,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4989953,-0.1880105,0.2322684,-1.369284E-06,-1,1.461693E-08,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.118347,0.2752198,-0.1607089,-0.989196,0.1401958,-0.04285386,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1390293,0.2821106,-0.1676876,-0.9886583,0.1423806,-0.04777568,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.09041284,0.3180916,0.01499542,-0.9947274,0.1017239,0.01302122,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.07091543,0.3105325,0.00810014,-0.9946862,0.1023332,0.01129139,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.0721335,0.3300386,0.1776727,-0.9895791,0.07899716,0.1203856,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.04765796,0.3216047,0.1765722,-0.9901516,0.07858264,0.1158655,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1207315,0.2420836,-0.1364803,-0.07516041,-0.9047933,0.4191661,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.08053438,0.2853715,0.01092969,-0.05281132,-0.9566361,0.2864582,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.579258,0.2853708,0.0926124,-0.05281132,-0.9566361,0.2864582,左足首D,左ひざD,,,0.9966385,0.003361464,0,0,False,0,0,0,0,0,0,0,0,0
0.1325434,0.2118155,-0.3466221,-0.9810325,0.1833275,-0.06297855,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1523488,0.2215625,-0.3521852,-0.9786252,0.1908682,-0.07656485,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5395604,-0.04392445,0.112723,0.1627285,0.1645402,-0.9728546,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5527747,0.1015106,0.1197634,0.1620329,-0.08541875,-0.9830815,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.08689441,0.1006924,0.04358724,0.1621238,-0.08186366,-0.9833688,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.09487727,-0.04519578,0.03729483,0.162612,0.1700639,-0.9719238,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.07132638,0.1045014,0.3196696,-0.9411459,0.02768126,0.3368651,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.07122953,0.1047908,0.170292,-0.9900773,0.0380011,0.1352884,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.08270843,-0.04441319,0.3138832,-0.9421334,0.005754157,0.3351892,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.08084631,-0.04438207,0.1704851,-0.988954,0.01585879,0.147372,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1329194,0.1040573,0.4415562,-0.7553242,0.02952553,0.6546859,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1438317,-0.04451624,0.4364018,-0.7591352,0.008807999,0.6508734,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.246454,0.1040535,0.5067525,-0.2707293,0.03673823,0.9619542,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2483394,-0.04432799,0.4929387,-0.2772014,0.02171118,0.9605665,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.469015,0.1046065,0.3857674,0.7934372,0.01513004,0.608464,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.523863,0.1051394,0.2351028,0.9352589,0.02228113,0.3532627,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5098975,-0.04361998,0.234657,0.9321572,0.009616015,0.3619262,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4564763,-0.04411326,0.3791748,0.7914742,0.001879727,0.6111999,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.367624,0.1040633,0.4806949,0.2718438,0.02991558,0.9618763,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3588963,-0.04438596,0.4724074,0.1063089,0.02033583,0.9941252,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.246454,0.1040535,0.5067525,-0.2707293,0.03673823,0.9619542,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2483394,-0.04432799,0.4929387,-0.2772014,0.02171118,0.9605665,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.05748203,0.3301193,0.3457985,-0.9282448,0.07105848,0.3651196,左足首D,左ひざD,,,0.9856992,0.01430082,0,0,False,0,0,0,0,0,0,0,0,0
0.150776,-0.18801,0.4576361,-1.369284E-06,-1,3.92602E-08,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3473359,-0.1880102,0.489104,-1.369284E-06,-1,3.92602E-08,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4826078,0.3301187,0.4157795,0.765658,0.03993469,0.6420071,左足首D,左ひざD,,,0.9872428,0.01275724,0,0,False,0,0,0,0,0,0,0,0,0
0.5539851,0.321604,0.2495574,0.9384035,0.04253761,0.3429131,左足首D,左ひざD,,,0.9840042,0.0159958,0,0,False,0,0,0,0,0,0,0,0,0
0.3753066,0.3343392,0.5227203,0.1202656,0.05734437,0.9910842,左足首D,左ひざD,,,0.9892669,0.01073313,0,0,False,0,0,0,0,0,0,0,0,0
0.1109146,0.1310771,-0.5631747,-0.9682273,0.2329272,-0.09099954,左足首D,左足先EX,,,0.9256268,0.07437317,0,0,False,0,0,0,0,0,0,0,0,0
0.2264825,-0.1121832,-1.393069,0.03490715,-0.9764944,-0.2126973,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1458471,-0.1437184,-1.256401,0.02786363,-0.9879207,-0.1524345,左足先EX,左足首D,,,0.8618475,0.1381525,0,0,False,0,0,0,0,0,0,0,0,0
0.8060366,-0.1536344,-1.087377,0.0158644,-0.9915147,-0.1290233,左足先EX,左足首D,,,0.9401354,0.05986458,0,0,False,0,0,0,0,0,0,0,0,0
0.740029,0.1722619,-1.284599,0.893604,0.3284451,-0.3059343,左足先EX,左足首D,,,0.9668934,0.03310657,0,0,False,0,0,0,0,0,0,0,0,0
0.1233217,0.3343396,0.4801765,-0.7132147,0.07016748,0.6974248,左足首D,左ひざD,,,0.9897065,0.01029354,0,0,False,0,0,0,0,0,0,0,0,0
0.3819138,0.2267978,-1.448325,-0.5479812,0.3685191,-0.7509396,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3836003,0.2124765,-1.466713,-0.5304058,0.3460779,-0.7738861,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2876158,0.2020513,-1.433337,-0.7171842,0.3305773,-0.6134863,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.293219,0.2164106,-1.416503,-0.7223039,0.3465394,-0.5984877,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2313975,0.193161,-1.351279,-0.7907083,0.3401668,-0.5089862,左足先EX,左足首D,,,0.9839006,0.01609939,0,0,False,0,0,0,0,0,0,0,0,0
0.2213427,0.1788017,-1.366187,-0.7897543,0.3246841,-0.5204504,左足先EX,左足首D,,,0.9839006,0.01609939,0,0,False,0,0,0,0,0,0,0,0,0
0.2459853,-0.1880101,0.5110396,-1.369284E-06,-1,3.92602E-08,左足首D,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6870906,-0.09460884,-1.405498,0.02170152,-0.9714492,-0.2362535,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6062968,-0.08142686,-1.461108,0.02593496,-0.9673459,-0.2521295,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3872694,-0.07850534,-1.498123,0.02593496,-0.9673459,-0.2521295,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2907083,-0.08893351,-1.46477,0.03493934,-0.9619826,-0.2708666,左足先EX,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.08482158,0.3037224,-0.5950957,-0.9475903,0.2781063,-0.157257,左足首D,左足先EX,,,0.9352536,0.06474643,0,0,False,0,0,0,0,0,0,0,0,0
0.1009995,0.376374,-0.3478449,-0.9707373,0.2036715,-0.127228,左足首D,左ひざD,,,0.9957016,0.004298449,0,0,False,0,0,0,0,0,0,0,0,0
