PMX Bone Weight
-1.207844,16.76511,1.130751,-0.2231703,-0.0570931,-0.9731061,右?髮_3_1,右?髮_2_1,,,0.5983107,0.4016893,0,0,False,0,0,0,0,0,0,0,0,0
-1.52509,16.4833,1.302258,-0.6789216,0.08788617,-0.7289316,右?髮_3_1,右?髮_4_1,,,0.7808303,0.2191697,0,0,False,0,0,0,0,0,0,0,0,0
-1.404676,16.87746,1.241189,-0.6992451,0.1262405,-0.7036474,右?髮_3_1,右?髮_2_1,,,0.5007994,0.4992006,0,0,False,0,0,0,0,0,0,0,0,0
-1.3139,16.35698,1.191907,-0.2264711,-0.1112732,-0.9676411,右?髮_3_1,右?髮_4_1,,,0.6640067,0.3359933,0,0,False,0,0,0,0,0,0,0,0,0
-0.9061837,18.78004,1.12756,-0.6855194,-0.1724031,-0.7073473,頭,右?髮_0_1,,,0.8875359,0.1124641,0,0,False,0,0,0,0,0,0,0,0,0
-0.8589102,18.49853,1.11459,-0.5299694,-0.03736807,-0.8471931,頭,右?髮_0_1,,,0.535792,0.464208,0,0,False,0,0,0,0,0,0,0,0,0
-0.9847952,18.6037,1.231155,-0.6941105,-0.03384153,-0.7190726,頭,右?髮_0_1,,,0.535792,0.464208,0,0,False,0,0,0,0,0,0,0,0,0
-0.9672372,17.64418,1.064483,-0.2171887,0.03094327,-0.975639,右?髮_1_1,右?髮_2_1,,,0.9744561,0.02554393,0,0,False,0,0,0,0,0,0,0,0,0
-1.265425,17.34641,1.195615,-0.701089,0.1568229,-0.6956154,右?髮_2_1,右?髮_1_1,,,0.6554589,0.3445411,0,0,False,0,0,0,0,0,0,0,0,0
-1.130252,17.7625,1.162905,-0.6504357,0.1710545,-0.7400498,右?髮_1_1,右?髮_0_1,,,0.9043002,0.09569979,0,0,False,0,0,0,0,0,0,0,0,0
-1.078541,17.2483,1.087049,-0.2209276,-0.00912357,-0.9752476,右?髮_2_1,右?髮_1_1,,,0.7324985,0.2675015,0,0,False,0,0,0,0,0,0,0,0,0
-0.8145472,18.82932,1.272273,-0.5286686,0.6866058,0.4990812,頭,右?髮_0_1,,,0.9541421,0.04585791,0,0,False,0,0,0,0,0,0,0,0,0
-0.9061837,18.78004,1.12756,-0.7560462,0.5935526,0.2758432,頭,右?髮_0_1,,,0.8875359,0.1124641,0,0,False,0,0,0,0,0,0,0,0,0
-0.9847952,18.6037,1.231155,-0.8062977,0.4830469,0.3413937,頭,右?髮_0_1,,,0.535792,0.464208,0,0,False,0,0,0,0,0,0,0,0,0
-0.7632011,18.94143,1.126827,-0.4748546,0.7969126,0.3734213,頭,右?髮_0_1,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.7401175,17.54836,1.085151,0.4459713,-0.1904544,-0.8745494,右?髮_1_1,右?髮_2_1,,,0.874235,0.125765,0,0,False,0,0,0,0,0,0,0,0,0
-0.8698588,17.16575,1.103992,0.4126393,-0.1805108,-0.8928295,右?髮_2_1,右?髮_1_1,,,0.8147045,0.1852955,0,0,False,0,0,0,0,0,0,0,0,0
-0.9850836,16.68699,1.151758,0.4218253,-0.2120976,-0.8815203,右?髮_3_1,右?髮_2_1,,,0.6700878,0.3299122,0,0,False,0,0,0,0,0,0,0,0,0
-1.073829,16.27581,1.216892,0.409572,-0.238505,-0.8805488,右?髮_3_1,右?髮_4_1,,,0.5910275,0.4089725,0,0,False,0,0,0,0,0,0,0,0,0
