PMX Bone Weight
1.333809,13.34667,-0.754522,0.8508208,0.3796855,-0.363239,上半身,上半身,上半身2,上半身,0.4919966,0.4810864,0.02691692,0,False,0,0,0,0,0,0,0,0,0
1.4121,13.19469,-0.7284353,0.8872671,0.3580456,-0.2907921,上半身,上半身,,,0.651484,0.348516,0,0,False,0,0,0,0,0,0,0,0,0
1.247615,13.18618,-0.9613272,0.7485122,0.2488071,-0.6146742,上半身,上半身,,,0.6083009,0.3916991,0,0,False,0,0,0,0,0,0,0,0,0
1.180177,13.3345,-0.9815003,0.6983176,0.2504658,-0.6705367,上半身,上半身,上半身2,上半身,0.5285115,0.4427558,0.02873274,0,False,0,0,0,0,0,0,0,0,0
1.363493,13.35338,-0.4913965,0.8838558,0.4677459,-0.003496806,上半身,上半身,上半身2,上半身,0.4964065,0.4747387,0.02885481,0,False,0,0,0,0,0,0,0,0,0
1.435036,13.19706,-0.4605956,0.9036275,0.4279349,-0.01813692,上半身,上半身,,,0.6705425,0.3294575,0,0,False,0,0,0,0,0,0,0,0,0
1.097012,13.50724,-0.9965883,0.7014102,0.2966017,-0.6481137,上半身,上半身,上半身2,上半身,0.6506142,0.2635081,0.08587778,0,False,0,0,0,0,0,0,0,0,0
1.232914,13.52766,-0.7800239,0.8453214,0.42959,-0.3176222,上半身,上半身,上半身2,上半身,0.6296788,0.2814374,0.0888838,0,False,0,0,0,0,0,0,0,0,0
1.509351,13.04147,-0.4274799,0.9099535,0.4146844,0.004588884,上半身,上半身,,,0.7994049,0.2005951,0,0,False,0,0,0,0,0,0,0,0,0
1.47991,13.03907,-0.09121858,0.850912,0.4747748,0.2248055,上半身,上半身,,,0.8178073,0.1821927,0,0,False,0,0,0,0,0,0,0,0,0
1.578686,12.84024,-0.03366872,0.9039612,0.3799367,0.1962194,qz_0_6,qz_0_7,,,0.9759876,0.02401239,0,0,False,0,0,0,0,0,0,0,0,0
1.602174,12.82971,-0.3742623,0.9250042,0.3778058,-0.04037204,qz_0_5,qz_0_6,,,0.9933536,0.006646395,0,0,False,0,0,0,0,0,0,0,0,0
1.770999,12.30069,-0.2254882,0.9696026,0.244545,0.008260996,qz_1_5,qz_1_6,,,0.6867485,0.3132515,0,0,False,0,0,0,0,0,0,0,0,0
1.688943,12.59701,-0.3133921,0.9521707,0.3049362,-0.01960836,qz_0_5,qz_0_6,,,0.809136,0.190864,0,0,False,0,0,0,0,0,0,0,0,0
1.655693,12.60497,0.03619665,0.9154255,0.3261488,0.2358451,qz_0_6,qz_0_7,,,0.8677607,0.1322393,0,0,False,0,0,0,0,0,0,0,0,0
1.731887,12.29903,0.1131596,0.9131462,0.2941862,0.2821671,qz_1_6,qz_1_7,,,0.8161796,0.1838204,0,0,False,0,0,0,0,0,0,0,0,0
1.480054,13.02748,-0.6965572,0.8832877,0.3285267,-0.3344738,上半身,上半身,,,0.7810636,0.2189364,0,0,False,0,0,0,0,0,0,0,0,0
1.577528,12.82173,-0.6527678,0.8860344,0.2860758,-0.3648333,qz_0_4,qz_0_5,,,0.7025533,0.2974467,0,0,False,0,0,0,0,0,0,0,0,0
1.329062,13.01755,-0.9322389,0.7348903,0.2129319,-0.6438914,上半身,上半身,,,0.7494774,0.2505226,0,0,False,0,0,0,0,0,0,0,0,0
1.413038,12.81613,-0.8879411,0.7552792,0.1727473,-0.6322274,qz_0_4,qz_0_3,,,0.6128498,0.3871502,0,0,False,0,0,0,0,0,0,0,0,0
1.092938,13.32237,-1.057436,0.6346704,0.2384663,-0.7350695,上半身,上半身,上半身2,上半身,0.536614,0.433753,0.02963302,0,False,0,0,0,0,0,0,0,0,0
0.9757051,13.47308,-1.105008,0.6123025,0.2517131,-0.7494838,上半身,上半身,上半身2,上半身,0.6507263,0.2717133,0.07756042,0,False,0,0,0,0,0,0,0,0,0
